Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,WorkLifeBalance,,
32,No,Travel_Frequently,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Best,,
42,No,Non-Travel,Research & Development,Master,Technical Degree,Male,Entry Level,Research Scientist,High,Married,No,Outstanding,Good,,
47,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Laboratory Technician,High,Single,No,Excellent,Better,,
46,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Mid Level,Manufacturing Director,Very High,Divorced,No,Excellent,Good,,
28,No,Non-Travel,Human Resources,College,Life Sciences,Male,Entry Level,Human Resources,Very High,Divorced,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Junior Level,Healthcare Representative,High,Divorced,No,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,High,Single,No,Excellent,Better,,
32,Yes,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Medium,Single,Yes,Excellent,Good,,
46,No,Travel_Rarely,Sales,Bachelor,Technical Degree,Female,Senior Level,Sales Executive,Low,Divorced,No,Excellent,Better,,
27,No,Travel_Rarely,Sales,Below College,Medical,Female,Junior Level,Sales Representative,High,Married,No,Outstanding,Better,,
29,No,Travel_Rarely,Human Resources,Below College,Medical,Male,Entry Level,Human Resources,Medium,Married,No,Excellent,Better,,
43,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Executive Level,Manager,High,Married,No,Excellent,Better,,
48,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Executive Level,Research Director,Medium,Married,No,Excellent,Better,,
29,Yes,Travel_Frequently,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,Very High,Single,Yes,Outstanding,Good,,
46,Yes,Travel_Rarely,Sales,Bachelor,Life Sciences,Female,Mid Level,Sales Executive,Medium,Married,No,Outstanding,Better,,
27,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Low,Married,No,Excellent,Good,,
39,No,Travel_Rarely,Research & Development,Master,Other,Male,Junior Level,Research Scientist,Very High,Divorced,No,Excellent,Better,,
55,No,Travel_Rarely,Research & Development,Master,Technical Degree,Male,Entry Level,Research Scientist,Very High,Married,No,Outstanding,Best,,
28,No,Travel_Rarely,Sales,Bachelor,Medical,Female,Entry Level,Sales Representative,Medium,Married,No,Excellent,Better,,
30,Yes,Travel_Rarely,Sales,Bachelor,Medical,Male,Entry Level,Sales Representative,Very High,Single,No,Excellent,Good,,
22,Yes,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Entry Level,Research Scientist,Medium,Single,Yes,Outstanding,Better,,
36,No,Travel_Rarely,Sales,Master,Technical Degree,Female,Junior Level,Sales Executive,High,Married,Yes,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Laboratory Technician,High,Divorced,No,Excellent,Better,,
34,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Mid Level,Sales Executive,Very High,Married,Yes,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Low,Single,No,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,Master,Medical,Male,Junior Level,Research Scientist,Low,Married,Yes,Outstanding,Better,,
35,No,Travel_Rarely,Research & Development,College,Other,Female,Junior Level,Manufacturing Director,Medium,Married,Yes,Excellent,Better,,
45,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Junior Level,Manufacturing Director,Very High,Married,No,Excellent,Good,,
36,No,Travel_Frequently,Human Resources,Below College,Human Resources,Male,Junior Level,Human Resources,Very High,Single,No,Outstanding,Good,,
40,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Senior Level,Manager,Low,Divorced,No,Excellent,Better,,
26,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Entry Level,Research Scientist,High,Married,Yes,Excellent,Good,,
27,No,Travel_Rarely,Sales,College,Medical,Female,Junior Level,Sales Executive,High,Single,No,Excellent,Good,,
48,No,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Senior Level,Manager,Very High,Divorced,No,Excellent,Better,,
44,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Healthcare Representative,Low,Married,No,Excellent,Better,,
34,Yes,Non-Travel,Research & Development,Master,Technical Degree,Male,Entry Level,Research Scientist,Low,Married,Yes,Outstanding,Better,,
56,Yes,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Single,No,Excellent,Better,,
36,No,Travel_Rarely,Sales,College,Marketing,Male,Junior Level,Sales Executive,Medium,Married,No,Excellent,Bad,,
41,No,Travel_Rarely,Sales,Bachelor,Marketing,Female,Junior Level,Sales Executive,Medium,Married,No,Outstanding,Better,,
42,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Mid Level,Research Director,Low,Married,No,Excellent,Best,,
31,No,Travel_Rarely,Sales,College,Medical,Female,Junior Level,Sales Executive,Very High,Divorced,Yes,Excellent,Better,,
34,No,Travel_Rarely,Sales,Below College,Medical,Female,Junior Level,Sales Executive,Very High,Married,Yes,Excellent,Good,,
31,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Laboratory Technician,High,Divorced,No,Excellent,Good,,
26,No,Travel_Frequently,Research & Development,Bachelor,Other,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Better,,
45,No,Travel_Frequently,Research & Development,Master,Medical,Male,Junior Level,Healthcare Representative,High,Single,No,Excellent,Better,,
33,No,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,High,Single,No,Excellent,Good,,
28,No,Travel_Frequently,Sales,College,Life Sciences,Male,Junior Level,Sales Executive,Very High,Married,Yes,Excellent,Better,,
29,Yes,Travel_Frequently,Sales,Bachelor,Technical Degree,Male,Entry Level,Sales Representative,Low,Single,No,Excellent,Better,,
39,No,Non-Travel,Sales,Master,Life Sciences,Female,Junior Level,Sales Executive,High,Married,No,Excellent,Better,,
27,No,Travel_Rarely,Research & Development,Master,Technical Degree,Male,Entry Level,Research Scientist,Medium,Married,No,Excellent,Good,,
34,No,Travel_Frequently,Research & Development,Master,Other,Male,Junior Level,Research Scientist,Very High,Married,Yes,Excellent,Better,,
28,Yes,Travel_Rarely,Sales,College,Marketing,Female,Junior Level,Sales Executive,High,Single,Yes,Excellent,Better,,
47,No,Non-Travel,Research & Development,Master,Technical Degree,Male,Junior Level,Research Scientist,Medium,Married,No,Excellent,Best,,
56,No,Travel_Rarely,Sales,Doctor,Marketing,Female,Junior Level,Sales Executive,Low,Married,No,Excellent,Better,,
39,No,Travel_Rarely,Research & Development,College,Medical,Male,Junior Level,Manufacturing Director,Low,Married,No,Outstanding,Better,,
38,No,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Junior Level,Research Scientist,Medium,Divorced,Yes,Excellent,Better,,
58,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Female,Senior Level,Manager,Very High,Married,Yes,Excellent,Good,,
32,Yes,Travel_Frequently,Research & Development,College,Life Sciences,Female,Entry Level,Research Scientist,High,Single,Yes,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,Very High,Divorced,No,Excellent,Best,,
49,No,Travel_Frequently,Research & Development,Below College,Life Sciences,Male,Executive Level,Research Director,Very High,Married,No,Excellent,Better,,
42,No,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Very High,Divorced,Yes,Excellent,Better,,
27,Yes,Travel_Frequently,Human Resources,Bachelor,Human Resources,Female,Entry Level,Human Resources,Medium,Married,No,Excellent,Better,,
35,No,Travel_Rarely,Sales,Master,Medical,Male,Junior Level,Sales Executive,Low,Married,No,Excellent,Bad,,
28,No,Non-Travel,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,High,Single,No,Excellent,Good,,
31,No,Non-Travel,Research & Development,College,Medical,Male,Entry Level,Research Scientist,Low,Divorced,Yes,Excellent,Best,,
36,No,Non-Travel,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,Medium,Married,No,Outstanding,Better,,
34,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Mid Level,Sales Executive,Very High,Single,No,Outstanding,Good,,
34,No,Travel_Rarely,Sales,Master,Medical,Male,Mid Level,Sales Executive,High,Divorced,No,Excellent,Good,,
26,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Low,Single,No,Excellent,Good,,
29,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Healthcare Representative,Low,Married,No,Excellent,Good,,
32,No,Non-Travel,Research & Development,Master,Medical,Female,Junior Level,Healthcare Representative,Very High,Divorced,No,Excellent,Better,,
31,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Research Scientist,Low,Married,No,Outstanding,Better,,
28,Yes,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Laboratory Technician,Very High,Divorced,No,Excellent,Good,,
38,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Entry Level,Sales Representative,Low,Single,No,Excellent,Good,,
35,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Junior Level,Sales Executive,Very High,Married,Yes,Excellent,Better,,
27,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Manufacturing Director,Very High,Single,No,Outstanding,Better,,
31,Yes,Travel_Frequently,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Very High,Married,Yes,Excellent,Better,,
53,Yes,Travel_Rarely,Sales,Master,Life Sciences,Male,Mid Level,Sales Executive,Low,Single,Yes,Excellent,Good,,
54,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Junior Level,Research Scientist,High,Married,No,Excellent,Good,,
33,No,Travel_Frequently,Research & Development,College,Life Sciences,Male,Junior Level,Healthcare Representative,High,Divorced,No,Outstanding,Better,,
43,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Mid Level,Healthcare Representative,High,Married,No,Excellent,Better,,
38,No,Travel_Frequently,Human Resources,Master,Other,Male,Entry Level,Human Resources,Medium,Married,Yes,Excellent,Better,,
55,No,Travel_Rarely,Human Resources,Master,Human Resources,Male,Executive Level,Manager,Medium,Married,Yes,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,Below College,Medical,Female,Entry Level,Laboratory Technician,Very High,Divorced,Yes,Excellent,Better,,
39,No,Travel_Rarely,Sales,Master,Marketing,Male,Senior Level,Sales Executive,Low,Single,No,Excellent,Better,,
42,No,Non-Travel,Research & Development,College,Life Sciences,Male,Junior Level,Research Scientist,High,Single,No,Excellent,Better,,
31,No,Non-Travel,Research & Development,Bachelor,Medical,Female,Mid Level,Research Director,High,Married,No,Outstanding,Best,,
54,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Manufacturing Director,Low,Single,Yes,Excellent,Better,,
24,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Junior Level,Healthcare Representative,High,Single,No,Excellent,Good,,
23,No,Travel_Rarely,Research & Development,College,Other,Male,Entry Level,Laboratory Technician,Very High,Single,No,Excellent,Best,,
40,No,Travel_Frequently,Research & Development,Bachelor,Technical Degree,Female,Junior Level,Laboratory Technician,High,Married,No,Excellent,Best,,
40,No,Travel_Rarely,Sales,College,Marketing,Female,Junior Level,Sales Executive,Medium,Married,No,Excellent,Better,,
25,No,Travel_Rarely,Human Resources,Bachelor,Human Resources,Female,Entry Level,Human Resources,Medium,Married,No,Excellent,Better,,
30,No,Travel_Rarely,Research & Development,College,Medical,Male,Entry Level,Laboratory Technician,Medium,Married,No,Excellent,Good,,
25,No,Travel_Rarely,Research & Development,Below College,Other,Male,Entry Level,Laboratory Technician,High,Divorced,Yes,Excellent,Good,,
47,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Mid Level,Healthcare Representative,High,Single,No,Outstanding,Better,,
33,No,Non-Travel,Research & Development,College,Medical,Male,Entry Level,Laboratory Technician,High,Divorced,No,Excellent,Good,,
38,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Medium,Married,No,Excellent,Better,,
31,No,Travel_Rarely,Sales,College,Life Sciences,Male,Entry Level,Sales Representative,High,Married,No,Excellent,Better,,
38,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Junior Level,Manufacturing Director,High,Married,No,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Research Scientist,Low,Divorced,Yes,Excellent,Good,,
41,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,No,Outstanding,Better,,
47,No,Non-Travel,Research & Development,Below College,Medical,Female,Mid Level,Research Director,Medium,Married,No,Excellent,Bad,,
35,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Laboratory Technician,High,Married,Yes,Excellent,Better,,
22,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,High,Single,No,Excellent,Best,,
35,No,Travel_Rarely,Research & Development,Master,Medical,Male,Junior Level,Research Scientist,High,Single,No,Excellent,Better,,
33,No,Travel_Rarely,Research & Development,College,Medical,Female,Junior Level,Healthcare Representative,Very High,Married,Yes,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Laboratory Technician,Medium,Single,No,Excellent,Better,,
40,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Good,,
32,No,Travel_Rarely,Sales,Master,Medical,Male,Entry Level,Sales Representative,Medium,Married,No,Excellent,Better,,
39,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Junior Level,Research Scientist,Very High,Single,No,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Mid Level,Research Director,High,Married,No,Excellent,Better,,
32,No,Travel_Rarely,Sales,Master,Marketing,Female,Mid Level,Sales Executive,Very High,Married,No,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Research Director,Very High,Married,Yes,Outstanding,Better,,
25,No,Travel_Rarely,Sales,College,Other,Female,Junior Level,Sales Executive,High,Divorced,Yes,Outstanding,Good,,
52,No,Non-Travel,Sales,Master,Life Sciences,Male,Entry Level,Sales Representative,Very High,Divorced,No,Excellent,Good,,
44,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Very High,Single,Yes,Excellent,Better,,
21,No,Travel_Rarely,Sales,Below College,Medical,Male,Entry Level,Sales Representative,Low,Single,Yes,Excellent,Better,,
39,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Male,Executive Level,Manager,Very High,Single,No,Excellent,Good,,
23,Yes,Travel_Frequently,Sales,Bachelor,Marketing,Male,Entry Level,Sales Representative,Low,Married,No,Excellent,Good,,
36,No,Travel_Rarely,Sales,Bachelor,Medical,Female,Mid Level,Sales Executive,Very High,Married,No,Excellent,Better,,
36,No,Travel_Frequently,Research & Development,College,Life Sciences,Female,Junior Level,Manufacturing Director,Medium,Divorced,No,Excellent,Better,,
56,No,Non-Travel,Research & Development,Master,Life Sciences,Male,Junior Level,Healthcare Representative,High,Divorced,No,Outstanding,Good,,
29,Yes,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Research Scientist,Very High,Married,Yes,Excellent,Best,,
